
23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	23℃	35℃	35℃	35℃	35℃	35℃	35℃	35℃	35℃	35℃	35℃	35℃	35℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃	45℃
529	23		529	23	0.93206438	529	23	0.943394596	529	23	0.94415232	529	23	0.952173054	529	23	0.944715732	529	23	0.933428709	529	23	0.941894376	529	35	0.929570732	529	35	0.933787921	529	35	0.930307104	529	35	0.932738717	529	45	0.865622416	529	45	0.868810561	529	45		529	45		529	45	0.862899373	529	45	0.860335756
530	23		530	23	0.931506699	530	23	0.943126613	530	23	0.944208816	530	23	0.952453291	530	23	0.944268724	530	23	0.933274547	530	23	0.941866948	530	35	0.92943178	530	35	0.933496029	530	35	0.930571536	530	35	0.932571601	530	45	0.86148451	530	45	0.866758933	530	45		530	45		530	45	0.858654948	530	45	0.852629868
531	23		531	23	0.932664595	531	23	0.944071353	531	23	0.94423712	531	23	0.952271108	531	23	0.944128209	531	23	0.933175844	531	23	0.942105053	531	35	0.929279084	531	35	0.933384537	531	35	0.930064181	531	35	0.932432648	531	45	0.864892087	531	45	0.868810539	531	45		531	45		531	45	0.860512406	531	45	0.859387864
532	23		532	23	0.931730025	532	23	0.942759928	532	23	0.943786744	532	23	0.952074799	532	23	0.943037246	532	23	0.933021928	532	23	0.941699121	532	35	0.929181552	532	35	0.933141451	532	35	0.929904424	532	35	0.93228677	532	45	0.861403412	532	45	0.868797173	532	45		532	45		532	45	0.858410606	532	45	0.859387864
533	23		533	23	0.931115817	533	23	0.944183771	533	23	0.943884979	533	23	0.951821583	533	23	0.943583073	533	23	0.932924364	533	23	0.941517032	533	35	0.929119056	533	35	0.933078468	533	35	0.929938972	533	35	0.932189509	533	45	0.864148583	533	45	0.869094235	533	45		533	45		533	45	0.862112482	533	45	0.859387864
534	23		534	23	0.930083165	534	23	0.942322824	534	23	0.94347744	534	23	0.952130273	534	23	0.943541177	534	23	0.932392055	534	23	0.941937025	534	35	0.928987003	534	35	0.932877263	534	35	0.929696103	534	35	0.932057428	534	45	0.864391832	534	45	0.869107558	534	45		534	45		534	45	0.862031416	534	45	0.859902519
535	23		535	23	0.928117078	535	23	0.941265869	535	23	0.942450463	535	23	0.95199058	535	23	0.942982172	535	23	0.932041426	535	23	0.942525112	535	35	0.928813204	535	35	0.932835599	535	35	0.929007672	535	35	0.93192532	535	45	0.864635038	535	45	0.868986146	535	45		535	45		535	45	0.86207183	535	45	0.860322345
536	23		536	23	0.927712649	536	23	0.941322101	536	23	0.941874333	536	23	0.951554487	536	23	0.94261851	536	23	0.931930171	536	23	0.94354589	536	35	0.928688212	536	35	0.932641212	536	35	0.929674568	536	35	0.931730744	536	45	0.864553962	536	45	0.86882412	536	45		536	45		536	45	0.861990743	536	45	0.860281507
537	23		537	23	0.927377849	537	23	0.943196987	537	23	0.942774368	537	23	0.951400959	537	23	0.941779256	537	23	0.93198601	537	23	0.943056468	537	35	0.928604911	537	35	0.932536835	537	35	0.929181444	537	35	0.931737805	537	45	0.864418785	537	45	0.868553983	537	45		537	45		537	45	0.862017599	537	45	0.860240712
538	23		538	23	0.928730618	538	23	0.942605241	538	23	0.942900861	538	23	0.951864297	538	23	0.942296566	538	23	0.931607886	538	23	0.943896297	538	35	0.928472992	538	35	0.932453237	538	35	0.929647324	538	35	0.931564088	538	45	0.864215859	538	45	0.868364989	538	45		538	45		538	45	0.861868377	538	45	0.859943119
539	23		539	23	0.92906544	539	23	0.944451146	539	23	0.942914767	539	23	0.952566344	539	23	0.941569665	539	23	0.931439473	539	23	0.943588048	539	35	0.928340695	539	35	0.932349104	539	35	0.929355243	539	35	0.93143198	539	45	0.863945462	539	45	0.868027097	539	45		539	45		539	45	0.861556332	539	45	0.859645505
540	23		540	23	0.928465648	540	23	0.943605964	540	23	0.94292865	540	23	0.950698397	540	23	0.94043694	540	23	0.931397682	540	23	0.94426025	540	35	0.928195061	540	35	0.932238044	540	35	0.928799108	540	35	0.931321191	540	45	0.863837217	540	45	0.866772515	540	45		540	45		540	45	0.861339495	540	45	0.859658484
541	23		541	23	0.929930359	541	23	0.941843451	541	23	0.942675169	541	23	0.950543951	541	23	0.940534845	541	23	0.931159336	541	23	0.943924193	541	35	0.928090657	541	35	0.932078044	541	35	0.928688293	541	35	0.931223633	541	45	0.863539415	541	45	0.866016838	541	45		541	45		541	45	0.86056668	541	45	0.859048807
542	23		542	23	0.929316574	542	23	0.943463868	542	23	0.942521111	542	23	0.95051711	542	23	0.939933521	542	23	0.93048707	542	23	0.945057452	542	35	0.927993396	542	35	0.931994688	542	35	0.929487485	542	35	0.93107072	542	45	0.862742026	542	45	0.86636788	542	45		542	45		542	45	0.8599294	542	45	0.858358642
543	23		543	23	0.929037144	543	23	0.940701081	543	23	0.942126625	543	23	0.949997245	543	23	0.939989687	543	23	0.930262817	543	23	0.941922942	543	35	0.927875492	543	35	0.931758231	543	35	0.928333959	543	35	0.93093864	543	45	0.861971417	543	45	0.866664684	543	45		543	45		543	45	0.859725904	543	45	0.85738356
544	23		544	23	0.929204655	544	23	0.941490953	544	23	0.942282522	544	23	0.949729724	544	23	0.940143758	544	23	0.929899412	544	23	0.942496747	544	35	0.927778393	544	35	0.931703013	544	35	0.928285179	544	35	0.930897192	544	45	0.862188101	544	45	0.86667805	544	45		544	45		544	45	0.85941414	544	45	0.857966242
545	23		545	23	0.93235778	545	23	0.94058864	545	23	0.941395697	545	23	0.949533437	545	23	0.937640734	545	23	0.930137513	545	23	0.943378487	545	35	0.927680672	545	35	0.931543256	545	35	0.928708908	545	35	0.930799849	545	45	0.86249882	545	45	0.86679944	545	45		545	45		545	45	0.859576941	545	45	0.858074416
546	23		546	23	0.928116655	546	23	0.941716216	546	23	0.942127051	546	23	0.94908389	546	23	0.937529026	546	23	0.930430537	546	23	0.941993287	546	35	0.927639035	546	35	0.931404276	546	35	0.928396184	546	35	0.930660708	546	45	0.862566979	546	45	0.866624199	546	45		546	45		546	45	0.859590369	546	45	0.857992999
547	23		547	23	0.930167054	547	23	0.941843474	547	23	0.942366627	547	23	0.949674227	547	23	0.938144219	547	23	0.930361073	547	23	0.942217332	547	35	0.927722552	547	35	0.931529268	547	35	0.928187675	547	35	0.930660924	547	45	0.862728657	547	45	0.866475495	547	45		547	45		547	45	0.85965805	547	45	0.858141774
548	23		548	23	0.930850602	548	23	0.942097111	548	23	0.942844298	548	23	0.949674026	548	23	0.938451693	548	23	0.930431185	548	23	0.941516988	548	35	0.927652968	548	35	0.931522396	548	35	0.927576187	548	35	0.930855284	548	45	0.862485429	548	45	0.866259855	548	45		548	45		548	45	0.859563124	548	45	0.857803624
549	23		549	23	0.928688796	549	23	0.940391009	549	23	0.941916677	549	23	0.949758178	549	23	0.939207111	549	23	0.930333622	549	23	0.941278637	549	35	0.927389023	549	35	0.931404276	549	35	0.927548672	549	35	0.93075778	549	45	0.862376969	549	45	0.864774953	549	45		549	45		549	45	0.859265156	549	45	0.857735359
550	23		550	23	0.928591337	550	23	0.940912854	550	23	0.942028166	550	23	0.949898117	550	23	0.939458575	550	23	0.930249192	550	23	0.94109675	550	35	0.927333399	550	35	0.931070747	550	35	0.9275622	550	35	0.930438157	550	45	0.861958005	550	45	0.864626229	550	45		550	45		550	45	0.859576963	550	45	0.858033578
551	23		551	23	0.928506847	551	23	0.940588461	551	23	0.941831495	551	23	0.949604381	551	23	0.939164703	551	23	0.929982457	551	23	0.94080332	551	35	0.927229239	551	35	0.931015096	551	35	0.927472216	551	35	0.930375877	551	45	0.861173985	551	45	0.863870746	551	45		551	45		551	45	0.857976822	551	45	0.857112271
552	23		552	23	0.928018551	552	23	0.940518312	552	23	0.94178951	552	23	0.949379193	552	23	0.938325448	552	23	0.929969077	552	23	0.941334007	552	35	0.927145667	552	35	0.930910963	552	35	0.92715262	552	35	0.930258	552	45	0.860862619	552	45	0.863992157	552	45		552	45		552	45	0.858560001	552	45	0.857017529
553	23		553	23	0.928102841	553	23	0.940123252	553	23	0.940945972	553	23	0.949365537	553	23	0.939346444	553	23	0.929955229	553	23	0.939235943	553	35	0.927020675	553	35	0.930813647	553	35	0.927235732	553	35	0.930209464	553	45	0.860173518	553	45	0.86431608	553	45		553	45		553	45	0.857963437	553	45	0.856449122
554	23		554	23	0.928646974	554	23	0.939629782	554	23	0.940960393	554	23	0.949224501	554	23	0.939808235	554	23	0.929758919	554	23	0.939194187	554	35	0.926930448	554	35	0.931362585	554	35	0.927686083	554	35	0.930042348	554	45	0.860403355	554	45	0.864302736	554	45		554	45		554	45	0.857882112	554	45	0.856530539
555	23		555	23	0.928033411	555	23	0.937092011	555	23	0.940257052	555	23	0.949084808	555	23	0.939822037	555	23	0.929674668	555	23	0.940677427	555	35	0.926819416	555	35	0.932175548	555	35	0.928548908	555	35	0.929965892	555	45	0.860714074	555	45	0.864559098	555	45		555	45		555	45	0.858234787	555	45	0.856814916
556	23		556	23	0.927991189	556	23	0.93728944	556	23	0.940355264	556	23	0.949014043	556	23	0.939374761	556	23	0.929478559	556	23	0.939585657	556	35	0.926729189	556	35	0.931292351	556	35	0.927263436	556	35	0.92982004	556	45	0.860727896	556	45	0.864532173	556	45		556	45		556	45	0.858234571	556	45	0.856828089
557	23		557	23	0.927126515	557	23	0.939107892	557	23	0.940580216	557	23	0.948817958	557	23	0.938577849	557	23	0.929436589	557	23	0.939809256	557	35	0.926561883	557	35	0.931598853	557	35	0.927235732	557	35	0.929701704	557	45	0.861011639	557	45	0.864383685	557	45		557	45		557	45	0.858546183	557	45	0.857126568
558	23		558	23	0.928995544	558	23	0.939149936	558	23	0.940692805	558	23	0.948832017	558	23	0.937906713	558	23	0.929408446	558	23	0.93926404	558	35	0.926339792	558	35	0.931140115	558	35	0.927715166	558	35	0.929569623	558	45	0.860957517	558	45	0.86423496	558	45		558	45		558	45	0.858546421	558	45	0.857004118
559	23		559	23	0.928228085	559	23	0.939206348	559	23	0.940650214	559	23	0.94864867	559	23	0.937598838	559	23	0.929226833	559	23	0.938746298	559	35	0.926318744	559	35	0.93098052	559	35	0.927416619	559	35	0.929354187	559	45	0.860700921	559	45	0.863411679	559	45		559	45		559	45	0.858329519	559	45	0.856841932
560	23		560	23	0.928354018	560	23	0.937416	560	23	0.93904704	560	23	0.948579249	560	23	0.938241857	560	23	0.929016205	560	23	0.93794798	560	35	0.926179818	560	35	0.930577353	560	35	0.927860774	560	35	0.929291664	560	45	0.860592676	560	45	0.862601505	560	45		560	45		560	45	0.858125806	560	45	0.856625108
561	23		561	23	0.927140485	561	23	0.936852336	561	23	0.938821863	561	23	0.948241903	561	23	0.937822208	561	23	0.928008431	561	23	0.937864334	561	35	0.926089348	561	35	0.930917564	561	35	0.927235759	561	35	0.929152712	561	45	0.85967281	561	45	0.862061749	561	45		561	45		561	45	0.857556726	561	45	0.85589363
562	23		562	23	0.927196056	562	23	0.936880687	562	23	0.938569122	562	23	0.947918908	562	23	0.937990371	562	23	0.933455914	562	23	0.937781067	562	35	0.925894744	562	35	0.930326908	562	35	0.926401747	562	35	0.929090243	562	45	0.858766939	562	45	0.862264303	562	45		562	45		562	45	0.856580199	562	45	0.855040371
563	23		563	23	0.926470641	563	23	0.938177542	563	23	0.940594122	563	23	0.947020731	563	23	0.936578065	563	23	0.933680636	563	23	0.93766861	563	35	0.925818558	563	35	0.930187983	563	35	0.926297587	563	35	0.928888957	563	45	0.858509933	563	45	0.862547762	563	45		563	45		563	45	0.855888472	563	45	0.854729389
564	23		564	23	0.926763218	564	23	0.937979866	564	23	0.940341156	564	23	0.951541078	564	23	0.941905033	564	23	0.93204185	564	23	0.937486923	564	35	0.925721459	564	35	0.930778828	564	35	0.926860322	564	35	0.928812527	564	45	0.858726638	564	45	0.86257486	564	45		564	45		564	45	0.855956585	564	45	0.854851234
565	23		565	23	0.926721819	565	23	0.938769986	565	23	0.940425934	565	23	0.951597268	565	23	0.942380603	565	23	0.931999836	565	23	0.937304367	565	35	0.925630826	565	35	0.930431528	565	35	0.926582391	565	35	0.928770593	565	45	0.858956044	565	45	0.86276407	565	45		565	45		565	45	0.856336073	565	45	0.855040825
566	23		566	23	0.926442611	566	23	0.937853081	566	23	0.9400177	566	23	0.949884864	566	23	0.939584151	566	23	0.93209769	566	23	0.937234312	566	35	0.925526423	566	35	0.929917139	566	35	0.926360326	566	35	0.928666243	566	45	0.859104849	566	45	0.86257529	566	45		566	45		566	45	0.856268392	566	45	0.855081404
567	23		567	23	0.926456893	567	23	0.938671058	567	23	0.93998971	567	23	0.950109895	567	23	0.939612446	567	23	0.931776298	567	23	0.937206862	567	35	0.925380572	567	35	0.929423799	567	35	0.926582391	567	35	0.928541035	567	45	0.859361876	567	45	0.862440362	567	45		567	45		567	45	0.856458006	567	45	0.855257217
568	23		568	23	0.927725774	568	23	0.936979143	568	23	0.939384828	568	23	0.950207524	568	23	0.939682035	568	23	0.931748155	568	23	0.936982571	568	35	0.925352868	568	35	0.929194376	568	35	0.926443411	568	35	0.928290807	568	45	0.859186377	568	45	0.862318498	568	45		568	45		568	45	0.856403948	568	45	0.855176038
569	23		569	23	0.9269029	569	23	0.937331484	569	23	0.938962733	569	23	0.950053011	569	23	0.939333066	569	23	0.931803749	569	23	0.936213489	569	35	0.925220571	569	35	0.929319612	569	35	0.925470663	569	35	0.928346404	569	45	0.859010382	569	45	0.861791849	569	45		569	45		569	45	0.856363123	569	45	0.855013182
570	23		570	23	0.925521856	570	23	0.936076853	570	23	0.938568651	570	23	0.95006689	570	23	0.9392769	570	23	0.931733615	570	23	0.942860744	570	35	0.925095578	570	35	0.929229195	570	35	0.925950071	570	35	0.928249116	570	45	0.858834711	570	45	0.861305857	570	45		570	45		570	45	0.856146415	570	45	0.854823807
571	23		571	23	0.924977767	571	23	0.935837223	571	23	0.938119015	571	23	0.950249991	571	23	0.939374784	571	23	0.93157972	571	23	0.94318254	571	35	0.924894103	571	35	0.929270832	571	35	0.925762988	571	35	0.928131239	571	45	0.858185846	571	45	0.861252049	571	45		571	45		571	45	0.855726103	571	45	0.854282179
572	23		572	23	0.924922108	572	23	0.936542309	572	23	0.938428229	572	23	0.950376499	572	23	0.939389009	572	23	0.931480973	572	23	0.941796626	572	35	0.92483139	572	35	0.929041707	572	35	0.925471123	572	35	0.927957494	572	45	0.857779798	572	45	0.861414096	572	45		572	45		572	45	0.855142903	572	45	0.853834904
573	23		573	23	0.926163448	573	23	0.936570638	573	23	0.938807509	573	23	0.950152005	573	23	0.939164234	573	23	0.931313677	573	23	0.941643528	573	35	0.924699553	573	35	0.929076256	573	35	0.925471096	573	35	0.927957657	573	45	0.857698744	573	45	0.861481916	573	45		573	45		573	45	0.854885154	573	45	0.853713534
574	23		574	23	0.925521856	574	23	0.935949371	574	23	0.938414571	574	23	0.950137431	574	23	0.939150455	574	23	0.931271239	574	23	0.941769175	574	35	0.924594906	574	35	0.928652473	574	35	0.92575544	574	35	0.927776851	574	45	0.857982725	574	45	0.86107685	574	45		574	45		574	45	0.854953267	574	45	0.853984564
575	23		575	23	0.9252707	575	23	0.935639322	575	23	0.938287651	575	23	0.949926973	575	23	0.93892704	575	23	0.931257212	575	23	0.941573719	575	35	0.924498051	575	35	0.928721408	575	35	0.92462959	575	35	0.927651858	575	45	0.858064016	575	45	0.860955223	575	45		575	45		575	45	0.855142924	575	45	0.854011343
576	23		576	23	0.924879885	576	23	0.935442163	576	23	0.938569122	576	23	0.950011371	576	23	0.938941065	576	23	0.931159135	576	23	0.941600723	576	35	0.92436597	576	35	0.928812095	576	35	0.925922177	576	35	0.927540556	576	45	0.857549983	576	45	0.860752927	576	45		576	45		576	45	0.85488537	576	45	0.85357789
577	23		577	23	0.924824693	577	23	0.935286824	577	23	0.938385885	577	23	0.950038907	577	23	0.938871499	577	23	0.930907186	577	23	0.941615006	577	35	0.924226991	577	35	0.928686859	577	35	0.924963146	577	35	0.927408475	577	45	0.857468929	577	45	0.860563933	577	45		577	45		577	45	0.854532695	577	45	0.853428899
578	23		578	23	0.924364227	578	23	0.935117725	578	23	0.937640335	578	23	0.950081643	578	23	0.9388851	578	23	0.93080893	578	23	0.941615631	578	35	0.924199287	578	35	0.92847191	578	35	0.925282499	578	35	0.927255752	578	45	0.85726598	578	45	0.860361659	578	45		578	45		578	45	0.854342864	578	45	0.853198729
579	23		579	23	0.923875886	579	23	0.934032643	579	23	0.93697918	579	23	0.949954554	579	23	0.93870318	579	23	0.930487025	579	23	0.941475723	579	35	0.924046374	579	35	0.928284368	579	35	0.924532762	579	35	0.92713076	579	45	0.857157951	579	45	0.859983261	579	45		579	45		579	45	0.85413939	579	45	0.853023131
580	23		580	23	0.923401382	580	23	0.93470922	580	23	0.937260674	580	23	0.949813921	580	23	0.940926401	580	23	0.930262549	580	23	0.941363511	580	35	0.923824283	580	35	0.928214783	580	35	0.92474836	580	35	0.927061176	580	45	0.856887533	580	45	0.859902377	580	45		580	45		580	45	0.853990406	580	45	0.852806264
581	23		581	23	0.923303701	581	23	0.934906154	581	23	0.937570158	581	23	0.9496599	581	23	0.94059081	581	23	0.929983149	581	23	0.941250986	581	35	0.923803451	581	35	0.92799207	581	35	0.924831282	581	35	0.926804292	581	45	0.856562842	581	45	0.859929496	581	45		581	45		581	45	0.853624108	581	45	0.852508304
582	23		582	23	0.923638545	582	23	0.935273334	582	23	0.937584287	582	23	0.94929475	582	23	0.940283805	582	23	0.929745048	582	23	0.941125115	582	35	0.92369177	582	35	0.927992043	582	35	0.924212706	582	35	0.926776156	582	45	0.856589989	582	45	0.859754255	582	45		582	45		582	45	0.853448073	582	45	0.85244086
583	23		583	23	0.923819826	583	23	0.934413335	583	23	0.937078312	583	23	0.949168512	583	23	0.939668166	583	23	0.929619074	583	23	0.941195639	583	35	0.923517755	583	35	0.927603106	583	35	0.923844331	583	35	0.926623459	583	45	0.85661718	583	45	0.859673091	583	45		583	45		583	45	0.853407422	583	45	0.852399871
584	23		584	23	0.923540864	584	23	0.935540619	584	23	0.937260427	584	23	0.949042452	584	23	0.938927241	584	23	0.929100434	584	23	0.941013104	584	35	0.923414027	584	35	0.927609978	584	35	0.923608063	584	35	0.926463648	584	45	0.856454791	584	45	0.859565239	584	45		584	45		584	45	0.853244599	584	45	0.852210279
585	23		585	23	0.923848079	585	23	0.936146822	585	23	0.937372791	585	23	0.94881816	585	23	0.939402655	585	23	0.928666224	585	23	0.940746835	585	35	0.92331655	585	35	0.927533278	585	35	0.923399986	585	35	0.92636617	585	45	0.856522282	585	45	0.859443697	585	45		585	45		585	45	0.853271585	585	45	0.852156073
586	23		586	23	0.923429857	586	23	0.93407471	586	23	0.93695137	586	23	0.948073533	586	23	0.938395706	586	23	0.928203647	586	23	0.940747058	586	35	0.923205518	586	35	0.927741842	586	35	0.922989757	586	35	0.926248456	586	45	0.856346783	586	45	0.85911999	586	45		586	45		586	45	0.853000472	586	45	0.851979785
587	23		587	23	0.923443026	587	23	0.934990939	587	23	0.937302794	587	23	0.947779416	587	23	0.937417319	587	23	0.928189754	587	23	0.940495562	587	35	0.923121703	587	35	0.927234514	587	35	0.923316658	587	35	0.926137207	587	45	0.857103829	587	45	0.858998126	587	45		587	45		587	45	0.852864895	587	45	0.851899016
588	23		588	23	0.923220301	588	23	0.935385954	588	23	0.937078133	588	23	0.947638626	588	23	0.937221508	588	23	0.928147785	588	23	0.940159662	588	35	0.92307341	588	35	0.927137226	588	35	0.922809114	588	35	0.92600491	588	45	0.856008443	588	45	0.859065751	588	45		588	45		588	45	0.852702266	588	45	0.851682019
589	23		589	23	0.92361096	589	23	0.933736151	589	23	0.936853359	589	23	0.94762497	589	23	0.938829603	589	23	0.928274005	589	23	0.939977574	589	35	0.922927586	589	35	0.927185735	589	35	0.922774105	589	35	0.925969631	589	45	0.855981446	589	45	0.858944124	589	45		589	45		589	45	0.852661442	589	45	0.851492579
590	23		590	23	0.924825138	590	23	0.934243337	590	23	0.93626236	590	23	0.947792826	590	23	0.937822899	590	23	0.928147606	590	23	0.939697691	590	35	0.922899882	590	35	0.926915378	590	35	0.92314221	590	35	0.925796319	590	45	0.855224638	590	45	0.85809353	590	45		590	45		590	45	0.852105487	590	45	0.850977946
